doc_id,event_category,event_name,description,date,year,month,visibility_regions
355,Meteor Shower,Ursids Meteor Shower,"Ursids meteor shower peaking in December 2045, visible globally under clear skies.",2045-12-22,2045,December,Global
356,Meteor Shower,Quadrantids Meteor Shower,"Quadrantids meteor shower peaking in January 2046, visible globally under clear skies.",2046-01-03,2046,January,Global
357,Meteor Shower,Lyrids Meteor Shower,"Lyrids meteor shower peaking in April 2046, visible globally under clear skies.",2046-04-22,2046,April,Global
358,Meteor Shower,Eta Aquariids Meteor Shower,"Eta Aquariids meteor shower peaking in May 2046, visible globally under clear skies.",2046-05-06,2046,May,Global
359,Meteor Shower,Perseids Meteor Shower,"Perseids meteor shower peaking in August 2046, visible globally under clear skies.",2046-08-12,2046,August,Global
360,Meteor Shower,Draconids Meteor Shower,"Draconids meteor shower peaking in October 2046, visible globally under clear skies.",2046-10-08,2046,October,Global
361,Meteor Shower,Orionids Meteor Shower,"Orionids meteor shower peaking in October 2046, visible globally under clear skies.",2046-10-21,2046,October,Global
362,Meteor Shower,Leonids Meteor Shower,"Leonids meteor shower peaking in November 2046, visible globally under clear skies.",2046-11-17,2046,November,Global
363,Meteor Shower,Geminids Meteor Shower,"Geminids meteor shower peaking in December 2046, visible globally under clear skies.",2046-12-14,2046,December,Global
364,Meteor Shower,Ursids Meteor Shower,"Ursids meteor shower peaking in December 2046, visible globally under clear skies.",2046-12-22,2046,December,Global
365,Meteor Shower,Quadrantids Meteor Shower,"Quadrantids meteor shower peaking in January 2047, visible globally under clear skies.",2047-01-03,2047,January,Global
366,Meteor Shower,Lyrids Meteor Shower,"Lyrids meteor shower peaking in April 2047, visible globally under clear skies.",2047-04-22,2047,April,Global
367,Meteor Shower,Eta Aquariids Meteor Shower,"Eta Aquariids meteor shower peaking in May 2047, visible globally under clear skies.",2047-05-06,2047,May,Global
368,Meteor Shower,Perseids Meteor Shower,"Perseids meteor shower peaking in August 2047, visible globally under clear skies.",2047-08-12,2047,August,Global
369,Meteor Shower,Draconids Meteor Shower,"Draconids meteor shower peaking in October 2047, visible globally under clear skies.",2047-10-08,2047,October,Global
370,Meteor Shower,Orionids Meteor Shower,"Orionids meteor shower peaking in October 2047, visible globally under clear skies.",2047-10-21,2047,October,Global
371,Meteor Shower,Leonids Meteor Shower,"Leonids meteor shower peaking in November 2047, visible globally under clear skies.",2047-11-17,2047,November,Global
372,Meteor Shower,Geminids Meteor Shower,"Geminids meteor shower peaking in December 2047, visible globally under clear skies.",2047-12-14,2047,December,Global
373,Meteor Shower,Ursids Meteor Shower,"Ursids meteor shower peaking in December 2047, visible globally under clear skies.",2047-12-22,2047,December,Global
374,Meteor Shower,Quadrantids Meteor Shower,"Quadrantids meteor shower peaking in January 2048, visible globally under clear skies.",2048-01-03,2048,January,Global
375,Meteor Shower,Lyrids Meteor Shower,"Lyrids meteor shower peaking in April 2048, visible globally under clear skies.",2048-04-22,2048,April,Global
376,Meteor Shower,Eta Aquariids Meteor Shower,"Eta Aquariids meteor shower peaking in May 2048, visible globally under clear skies.",2048-05-06,2048,May,Global
377,Meteor Shower,Perseids Meteor Shower,"Perseids meteor shower peaking in August 2048, visible globally under clear skies.",2048-08-12,2048,August,Global
378,Meteor Shower,Draconids Meteor Shower,"Draconids meteor shower peaking in October 2048, visible globally under clear skies.",2048-10-08,2048,October,Global
379,Meteor Shower,Orionids Meteor Shower,"Orionids meteor shower peaking in October 2048, visible globally under clear skies.",2048-10-21,2048,October,Global
380,Meteor Shower,Leonids Meteor Shower,"Leonids meteor shower peaking in November 2048, visible globally under clear skies.",2048-11-17,2048,November,Global
381,Meteor Shower,Geminids Meteor Shower,"Geminids meteor shower peaking in December 2048, visible globally under clear skies.",2048-12-14,2048,December,Global
382,Meteor Shower,Ursids Meteor Shower,"Ursids meteor shower peaking in December 2048, visible globally under clear skies.",2048-12-22,2048,December,Global
383,Meteor Shower,Quadrantids Meteor Shower,"Quadrantids meteor shower peaking in January 2049, visible globally under clear skies.",2049-01-03,2049,January,Global
384,Meteor Shower,Lyrids Meteor Shower,"Lyrids meteor shower peaking in April 2049, visible globally under clear skies.",2049-04-22,2049,April,Global
385,Meteor Shower,Eta Aquariids Meteor Shower,"Eta Aquariids meteor shower peaking in May 2049, visible globally under clear skies.",2049-05-06,2049,May,Global
386,Meteor Shower,Perseids Meteor Shower,"Perseids meteor shower peaking in August 2049, visible globally under clear skies.",2049-08-12,2049,August,Global
387,Meteor Shower,Draconids Meteor Shower,"Draconids meteor shower peaking in October 2049, visible globally under clear skies.",2049-10-08,2049,October,Global
388,Meteor Shower,Orionids Meteor Shower,"Orionids meteor shower peaking in October 2049, visible globally under clear skies.",2049-10-21,2049,October,Global
389,Meteor Shower,Leonids Meteor Shower,"Leonids meteor shower peaking in November 2049, visible globally under clear skies.",2049-11-17,2049,November,Global
390,Meteor Shower,Geminids Meteor Shower,"Geminids meteor shower peaking in December 2049, visible globally under clear skies.",2049-12-14,2049,December,Global
391,Meteor Shower,Ursids Meteor Shower,"Ursids meteor shower peaking in December 2049, visible globally under clear skies.",2049-12-22,2049,December,Global
392,Meteor Shower,Quadrantids Meteor Shower,"Quadrantids meteor shower peaking in January 2050, visible globally under clear skies.",2050-01-03,2050,January,Global
393,Meteor Shower,Lyrids Meteor Shower,"Lyrids meteor shower peaking in April 2050, visible globally under clear skies.",2050-04-22,2050,April,Global
394,Meteor Shower,Eta Aquariids Meteor Shower,"Eta Aquariids meteor shower peaking in May 2050, visible globally under clear skies.",2050-05-06,2050,May,Global
395,Meteor Shower,Perseids Meteor Shower,"Perseids meteor shower peaking in August 2050, visible globally under clear skies.",2050-08-12,2050,August,Global
396,Meteor Shower,Draconids Meteor Shower,"Draconids meteor shower peaking in October 2050, visible globally under clear skies.",2050-10-08,2050,October,Global
397,Meteor Shower,Orionids Meteor Shower,"Orionids meteor shower peaking in October 2050, visible globally under clear skies.",2050-10-21,2050,October,Global
398,Meteor Shower,Leonids Meteor Shower,"Leonids meteor shower peaking in November 2050, visible globally under clear skies.",2050-11-17,2050,November,Global
399,Meteor Shower,Geminids Meteor Shower,"Geminids meteor shower peaking in December 2050, visible globally under clear skies.",2050-12-14,2050,December,Global
400,Meteor Shower,Ursids Meteor Shower,"Ursids meteor shower peaking in December 2050, visible globally under clear skies.",2050-12-22,2050,December,Global
401,Planetary Transit,Transit of Mercury,Mercury transit across the Sun visible from regions of Earth where the Sun is above the horizon.,2032-11-13,2032,November,Global (daylight regions only)
402,Planetary Transit,Transit of Mercury,Mercury transit across the Sun visible from regions of Earth where the Sun is above the horizon.,2039-11-07,2039,November,Global (daylight regions only)
403,Planetary Transit,Transit of Mercury,Mercury transit across the Sun visible from regions of Earth where the Sun is above the horizon.,2049-05-07,2049,May,Global (daylight regions only)
404,Planetary Conjunction,Six-Planet Morning Alignment,Six planets and the Moon visible simultaneously in the morning sky.,2025-08-01,2025,August,Global (clear sky conditions required)
405,Planetary Conjunction,Six-Planet Evening Alignment,"Rare planetary parade featuring Mercury, Venus, Jupiter, Saturn, Uranus, and Neptune visible shortly after sunset.",2026-02-28,2026,February,Global (clear sky conditions required)
406,Planetary Conjunction,Seven-Planet Alignment,Seven planets visible one hour before sunrise.,2028-10-22,2028,October,Global (clear sky conditions required)
407,Planetary Conjunction,Golden Planetary Conjunction,"Five visible planets (Mercury, Venus, Mars, Jupiter, Saturn) and a crescent Moon clustering within a small region of the sky.",2040-09-08,2040,September,Global (clear sky conditions required)
